word,annotation_level1_Dieuwertje,annotation_level2_Dieuwertje,annotation_level3_Dieuwertje,annotation_level1_Thirza,annotation_level2_Thirza,annotation_level3_Thirza
noch,O,O,O,O,O,O
',O,O,O,O,O,O
s,O,O,O,O,O,O
zomers,O,O,O,O,O,O
in,O,O,O,O,O,O
een,O,O,O,O,O,O
stal,O,O,O,O,O,O
komen,O,O,O,O,O,O
",",O,O,O,O,O,O
maar,O,O,O,O,O,O
zich,O,O,O,O,O,O
op,O,O,O,O,O,O
het,O,O,O,O,O,O
veld,Plant,Coll,Lit,O,O,O
onder,O,O,O,O,O,O
de,O,O,O,O,O,O
overhangende,O,O,O,O,O,O
rotzen,O,O,O,O,O,O
",",O,O,O,O,O,O
in,O,O,O,O,O,O
de,O,O,O,O,O,O
natuurlyke,O,O,O,O,O,O
bergholen,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
voorts,O,O,O,O,O,O
zo,O,O,O,O,O,O
zy,O,O,O,O,O,O
best,O,O,O,O,O,O
konnen,O,O,O,O,O,O
",",O,O,O,O,O,O
behelpen,O,O,O,O,O,O
moeten,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
zelven,O,O,O,O,O,O
zorgen,O,O,O,O,O,O
",",O,O,O,O,O,O
waar,O,O,O,O,O,O
hun,O,O,O,O,O,O
verblyf,O,O,O,O,O,O
en,O,O,O,O,O,O
voedzel,O,O,O,O,O,O
te,O,O,O,O,O,O
vinden,O,O,O,O,O,O
r,O,O,O,O,O,O
.,O,O,O,O,O,O
Zy,O,O,O,O,O,O
houden,O,O,O,O,O,O
zich,O,O,O,O,O,O
steeds,O,O,O,O,O,O
by,O,O,O,O,O,O
de,O,O,O,O,O,O
paarden,An,Org,Lit,An,Org,Lit
",",O,O,O,O,O,O
en,O,O,O,O,O,O
volgen,O,O,O,O,O,O
dezelve,O,O,O,O,O,O
in,O,O,O,O,O,O
den,O,O,O,O,O,O
winter,O,O,O,O,O,O
gestadig,O,O,O,O,O,O
",",O,O,O,O,O,O
op,O,O,O,O,O,O
dat,O,O,O,O,O,O
zy,O,O,O,O,O,O
",",O,O,O,O,O,O
als,O,O,O,O,O,O
het,O,O,O,O,O,O
zo,O,O,O,O,O,O
sterk,O,O,O,O,O,O
gevrozen,O,O,O,O,O,O
heeft,O,O,O,O,O,O
",",O,O,O,O,O,O
dat,O,O,O,O,O,O
zy,O,O,O,O,O,O
met,O,O,O,O,O,O
hunne,O,O,O,O,O,O
kleine,O,O,O,O,O,O
pootjes,An,Part,Lit,An,Part,Lit
niet,O,O,O,O,O,O
door,O,O,O,O,O,O
konnen,O,O,O,O,O,O
komen,O,O,O,O,O,O
",",O,O,O,O,O,O
wanneer,O,O,O,O,O,O
de,O,O,O,O,O,O
paarden,An,Org,Lit,An,Org,Lit
ergens,O,O,O,O,O,O
ene,O,O,O,O,O,O
opening,O,O,O,O,O,O
getreden,O,O,O,O,O,O
",",O,O,O,O,O,O
of,O,O,O,O,O,O
iets,O,O,O,O,O,O
voor,O,O,O,O,O,O
zich,O,O,O,O,O,O
omver,O,O,O,O,O,O
gehaalt,O,O,O,O,O,O
hebben,O,O,O,O,O,O
",",O,O,O,O,O,O
een,O,O,O,O,O,O
weinig,O,O,O,O,O,O
van,O,O,O,O,O,O
de,O,O,O,O,O,O
ontblote,O,O,O,O,O,O
mos,Plant,Org,Lit,Plant,Org,Lit
mogten,O,O,O,O,O,O
bekomen,O,O,O,O,O,O
;,O,O,O,O,O,O
ook,O,O,O,O,O,O
eten,O,O,O,O,O,O
zy,O,O,O,O,O,O
uit,O,O,O,O,O,O
groten,O,O,O,O,O,O
honger,O,O,O,O,O,O
",",O,O,O,O,O,O
gelyk,O,O,O,O,O,O
men,O,O,O,O,O,O
dikwerf,O,O,O,O,O,O
opgemerkt,O,O,O,O,O,O
heeft,O,O,O,O,O,O
",",O,O,O,O,O,O
zelfs,O,O,O,O,O,O
het,O,O,O,O,O,O
hair,An,Part,Lit,An,Part,Lit
van,O,O,O,O,O,O
de,O,O,O,O,O,O
paardenstaarten,O,O,O,An,Part,Lit
.,O,O,O,O,O,O
Als,O,O,O,O,O,O
het,O,O,O,O,O,O
met,O,O,O,O,O,O
een,O,O,O,O,O,O
sterken,O,O,O,O,O,O
wind,O,O,O,O,O,O
sneeuwt,O,O,O,O,O,O
",",O,O,O,O,O,O
lopen,O,O,O,O,O,O
zy,O,O,O,O,O,O
steeds,O,O,O,O,O,O
uit,O,O,O,O,O,O
het,O,O,O,O,O,O
gebergte,O,O,O,O,O,O
met,O,O,O,O,O,O
den,O,O,O,O,O,O
wind,O,O,O,O,O,O
af,O,O,O,O,O,O
naar,O,O,O,O,O,O
het,O,O,O,O,O,O
strand,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dikwerf,O,O,O,O,O,O
uit,O,O,O,O,O,O
domheid,O,O,O,O,O,O
in,O,O,O,O,O,O
de,O,O,O,O,O,O
zee,O,O,O,O,O,O
",",O,O,O,O,O,O
waar,O,O,O,O,O,O
door,O,O,O,O,O,O
een,O,O,O,O,O,O
groot,O,O,O,O,O,O
getal,O,O,O,O,O,O
van,O,O,O,O,O,O
hun,O,O,O,O,O,O
omkoomt,O,O,O,O,O,O
.,O,O,O,O,O,O
Bywylen,O,O,O,O,O,O
",",O,O,O,O,O,O
als,O,O,O,O,O,O
veel,O,O,O,O,O,O
sneeuw,O,O,O,O,O,O
valt,O,O,O,O,O,O
",",O,O,O,O,O,O
besneeuwen,O,O,O,O,O,O
zy,O,O,O,O,O,O
geheel,O,O,O,O,O,O
en,O,O,O,O,O,O
al,O,O,O,O,O,O
",",O,O,O,O,O,O
als,O,O,O,O,O,O
wanneer,O,O,O,O,O,O
zy,O,O,O,O,O,O
in,O,O,O,O,O,O
grote,O,O,O,O,O,O
kudden,O,O,O,An,Coll,Lit
zamen,O,O,O,O,O,O
lopen,O,O,O,O,O,O
",",O,O,O,O,O,O
de,O,O,O,O,O,O
koppen,An,Part,Lit,An,Part,Lit
onder,O,O,O,O,O,O
zich,O,O,O,O,O,O
byeen,O,O,O,O,O,O
steken,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
het,O,O,O,O,O,O
op,O,O,O,O,O,O
de,O,O,O,O,O,O
ruggen,An,Part,Lit,An,Part,Lit
laten,O,O,O,O,O,O
sneeuwen,O,O,O,O,O,O
",",O,O,O,O,O,O
doch,O,O,O,O,O,O
bevriezen,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
zodanig,O,O,O,O,O,O
onder,O,O,O,O,O,O
",",O,O,O,O,O,O
dat,O,O,O,O,O,O
zy,O,O,O,O,O,O
zich,O,O,O,O,O,O
niet,O,O,O,O,O,O
meer,O,O,O,O,O,O
redden,O,O,O,O,O,O
konnen,O,O,O,O,O,O
.,O,O,O,O,O,O
Als,O,O,O,O,O,O
dan,O,O,O,O,O,O
eten,O,O,O,O,O,O
zy,O,O,O,O,O,O
uit,O,O,O,O,O,O
razenden,O,O,O,O,O,O
honger,O,O,O,O,O,O
elkanders,O,O,O,O,O,O
wol,An,Part,Lit,An,Part,Lit
",",O,O,O,O,O,O
en,O,O,O,O,O,O
behelpen,O,O,O,O,O,O
zich,O,O,O,O,O,O
zo,O,O,O,O,O,O
lange,O,O,O,O,O,O
",",O,O,O,O,O,O
tot,O,O,O,O,O,O
zy,O,O,O,O,O,O
uitgegraven,O,O,O,O,O,O
worden,O,O,O,O,O,O
",",O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
geen,O,O,O,O,O,O
de,O,O,O,O,O,O
boeren,O,O,O,O,O,O
niet,O,O,O,O,O,O
verzuimen,O,O,O,O,O,O
haastig,O,O,O,O,O,O
te,O,O,O,O,O,O
doen,O,O,O,O,O,O
",",O,O,O,O,O,O
zo,O,O,O,O,O,O
dra,O,O,O,O,O,O
zy,O,O,O,O,O,O
vernemen,O,O,O,O,O,O
",",O,O,O,O,O,O
waar,O,O,O,O,O,O
zodanig,O,O,O,O,O,O
een,O,O,O,O,O,O
kudde,An,Coll,Lit,An,Coll,Lit
staat,O,O,O,O,O,O
",",O,O,O,O,O,O
bespeurende,O,O,O,O,O,O
zulks,O,O,O,O,O,O
wel,O,O,O,O,O,O
haast,O,O,O,O,O,O
uit,O,O,O,O,O,O
den,O,O,O,O,O,O
damp,O,O,O,O,O,O
",",O,O,O,O,O,O
die,O,O,O,O,O,O
te,O,O,O,O,O,O
midden,O,O,O,O,O,O
dier,O,O,O,O,O,O
kudde,An,Coll,Lit,An,Coll,Lit
door,O,O,O,O,O,O
de,O,O,O,O,O,O
sneeuw,O,O,O,O,O,O
",",O,O,O,O,O,O
waardoor,O,O,O,O,O,O
hy,O,O,O,O,O,O
zich,O,O,O,O,O,O
",",O,O,O,O,O,O
vermits,O,O,O,O,O,O
zyne,O,O,O,O,O,O
warmte,O,O,O,O,O,O
",",O,O,O,O,O,O
een,O,O,O,O,O,O
kleine,O,O,O,O,O,O
opening,O,O,O,O,O,O
als,O,O,O,O,O,O
een,O,O,O,O,O,O
schoorsteen,O,O,O,O,O,O
maakt,O,O,O,O,O,O
",",O,O,O,O,O,O
in,O,O,O,O,O,O
de,O,O,O,O,O,O
hoogte,O,O,O,O,O,O
stygt,O,O,O,O,O,O
.,O,O,O,O,O,O
Voorts,O,O,O,O,O,O
zyn,O,O,O,O,O,O
zy,O,O,O,O,O,O
ook,O,O,O,O,O,O
met,O,O,O,O,O,O
grover,O,O,O,O,O,O
en,O,O,O,O,O,O
wreder,O,O,O,O,O,O
wolle,An,Part,Lit,An,Part,Lit
gedekt,O,O,O,O,O,O
",",O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
geen,O,O,O,O,O,O
eigentlyk,O,O,O,O,O,O
van,O,O,O,O,O,O
de,O,O,O,O,O,O
strenge,O,O,O,O,O,O
luchtstreek,O,O,O,O,O,O
en,O,O,O,O,O,O
het,O,O,O,O,O,O
slegte,O,O,O,O,O,O
voeder,O,O,O,O,O,O
hervoort,O,O,O,O,O,O
koomt,O,O,O,O,O,O
",",O,O,O,O,O,O
vermits,O,O,O,O,O,O
bekent,O,O,O,O,O,O
is,O,O,O,O,O,O
",",O,O,O,O,O,O
dat,O,O,O,O,O,O
hoe,O,O,O,O,O,O
milder,O,O,O,O,O,O
de,O,O,O,O,O,O
luchtstreek,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
hoe,O,O,O,O,O,O
beter,O,O,O,O,O,O
de,O,O,O,O,O,O
weide,Plant,Coll,Lit,Plant,Coll,Lit
is,O,O,O,O,O,O
",",O,O,O,O,O,O
hoe,O,O,O,O,O,O
fyner,O,O,O,O,O,O
en,O,O,O,O,O,O
zachter,O,O,O,O,O,O
de,O,O,O,O,O,O
wolle,An,Part,Lit,An,Part,Lit
der,O,O,O,O,O,O
Schapen,An,Org,Lit,An,Org,Lit
en,O,O,O,O,O,O
het,O,O,O,O,O,O
hair,An,Part,Lit,An,Part,Lit
der,O,O,O,O,O,O
geiten,An,Org,Lit,An,Org,Lit
valt,O,O,O,O,O,O
s,O,O,O,O,O,O
;,O,O,O,O,O,O
doch,O,O,O,O,O,O
welke,O,O,O,O,O,O
hun,O,O,O,O,O,O
echter,O,O,O,O,O,O
naar,O,O,O,O,O,O
de,O,O,O,O,O,O
wy,O,O,O,O,O,O
-,O,O,O,O,O,O
ze,O,O,O,O,O,O
voorzienigheid,O,O,O,O,O,O
van,O,O,O,O,O,O
den,O,O,O,O,O,O
goeden,O,O,O,O,O,O
Schepper,O,O,O,O,O,O
",",O,O,O,O,O,O
die,O,O,O,O,O,O
een,O,O,O,O,O,O
ieder,O,O,O,O,O,O
zyner,O,O,O,O,O,O
schepzelen,O,O,O,O,O,O
naar,O,O,O,O,O,O
hunne,O,O,O,O,O,O
omstandigheden,O,O,O,O,O,O
hun,O,O,O,O,O,O
nooddruft,O,O,O,O,O,O
verzorgt,O,O,O,O,O,O
",",O,O,O,O,O,O
dus,O,O,O,O,O,O
ook,O,O,O,O,O,O
tegen,O,O,O,O,O,O
de,O,O,O,O,O,O
aldaar,O,O,O,O,O,O
aanhoudende,O,O,O,O,O,O
strenge,O,O,O,O,O,O
en,O,O,O,O,O,O
doordringende,O,O,O,O,O,O
koude,O,O,O,O,O,O
tot,O,O,O,O,O,O
een,O,O,O,O,O,O
te,O,O,O,O,O,O
vaster,O,O,O,O,O,O
dekzel,O,O,O,O,O,O
verstrekt,O,O,O,O,O,O
.,O,O,O,O,O,O
Nooit,O,O,O,O,O,O
worden,O,O,O,O,O,O
zy,O,O,O,O,O,O
geschoren,O,O,O,O,O,O
",",O,O,O,O,O,O
vermits,O,O,O,O,O,O
zy,O,O,O,O,O,O
jaarlyks,O,O,O,O,O,O
nieuwe,O,O,O,O,O,O
wol,An,Part,Lit,An,Part,Lit
verkrygen,O,O,O,O,O,O
(,O,O,O,O,O,O
die,O,O,O,O,O,O
midden,O,O,O,O,O,O
in,O,O,O,O,O,O
den,O,O,O,O,O,O
zomer,O,O,O,O,O,O
ontrent,O,O,O,O,O,O
St,O,O,O,O,O,O
.,O,O,O,O,O,O
Jan,O,O,O,O,O,O
",",O,O,O,O,O,O
als,O,O,O,O,O,O
hun,O,O,O,O,O,O
een,O,O,O,O,O,O
gering,O,O,O,O,O,O
dekzel,O,O,O,O,O,O
genoeg,O,O,O,O,O,O
is,O,O,O,O,O,O
",",O,O,O,O,O,O
uitvalt,O,O,O,O,O,O
),O,O,O,O,O,O
en,O,O,O,O,O,O
de,O,O,O,O,O,O
oude,O,O,O,O,O,O
wol,An,Part,Lit,An,Part,Lit
over,O,O,O,O,O,O
het,O,O,O,O,O,O
gantsche,O,O,O,O,O,O
lyf,O,O,O,An,Org,Lit
los,O,O,O,O,O,O
word,O,O,O,O,O,O
;,O,O,O,O,O,O
mitsdien,O,O,O,O,O,O
is,O,O,O,O,O,O
men,O,O,O,O,O,O
gewoon,O,O,O,O,O,O
",",O,O,O,O,O,O
vermits,O,O,O,O,O,O
de,O,O,O,O,O,O
wol,An,Part,Lit,An,Part,Lit
dikwils,O,O,O,O,O,O
zeer,O,O,O,O,O,O
verwart,O,O,O,O,O,O
en,O,O,O,O,O,O
ineen,O,O,O,O,O,O
gewassen,O,O,O,O,O,O
is,O,O,O,O,O,O
",",O,O,O,O,O,O
hun,O,O,O,O,O,O
dezelve,O,O,O,O,O,O
te,O,O,O,O,O,O
gelyk,O,O,O,O,O,O
als,O,O,O,O,O,O
een,O,O,O,O,O,O
overkleed,O,O,O,O,O,O
van,O,O,O,O,O,O
de,O,O,O,O,O,O
vacht,O,O,O,An,Part,Lit
te,O,O,O,O,O,O
stryken,O,O,O,O,O,O
;,O,O,O,O,O,O
wordende,O,O,O,O,O,O
zy,O,O,O,O,O,O
tot,O,O,O,O,O,O
dat,O,O,O,O,O,O
einde,O,O,O,O,O,O
gejaagt,O,O,O,O,O,O
en,O,O,O,O,O,O
opgevangen,O,O,O,O,O,O
.,O,O,O,O,O,O
Alsdan,O,O,O,O,O,O
begeeft,O,O,O,O,O,O
een,O,O,O,O,O,O
harder,O,O,O,O,O,O
zich,O,O,O,O,O,O
met,O,O,O,O,O,O
de,O,O,O,O,O,O
afgerichte,O,O,O,O,O,O
honden,An,Org,Lit,An,Org,Lit
op,O,O,O,O,O,O
een,O,O,O,O,O,O
heuvel,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
geeft,O,O,O,O,O,O
met,O,O,O,O,O,O
zyn,O,O,O,O,O,O
hoorn,An,Prod,Lit,An,Prod,Lit
een,O,O,O,O,O,O
teken,O,O,O,O,O,O
",",O,O,O,O,O,O
waarop,O,O,O,O,O,O
de,O,O,O,O,O,O
honden,An,Org,Lit,An,Org,Lit
zich,O,O,O,O,O,O
verdelen,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
de,O,O,O,O,O,O
Schapen,An,Org,Lit,An,Org,Lit
van,O,O,O,O,O,O
alle,O,O,O,O,O,O
kanten,O,O,O,O,O,O
uit,O,O,O,O,O,O
de,O,O,O,O,O,O
klippen,O,O,O,O,O,O
en,O,O,O,O,O,O
wildernissen,Plant,Coll,Lit,O,O,O
in,O,O,O,O,O,O
een,O,O,O,O,O,O
zekere,O,O,O,O,O,O
omtuining,O,O,O,O,O,O
of,O,O,O,O,O,O
staketzel,O,O,O,O,O,O
dryven,O,O,O,O,O,O
",",O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
geen,O,O,O,O,O,O
vooraan,O,O,O,O,O,O
wyd,O,O,O,O,O,O
uitgezet,O,O,O,O,O,O
is,O,O,O,O,O,O
;,O,O,O,O,O,O
doch,O,O,O,O,O,O
",",O,O,O,O,O,O
op,O,O,O,O,O,O
dat,O,O,O,O,O,O
zy,O,O,O,O,O,O
niet,O,O,O,O,O,O
zouden,O,O,O,O,O,O
konnen,O,O,O,O,O,O
ontvluchten,O,O,O,O,O,O
",",O,O,O,O,O,O
naar,O,O,O,O,O,O
achter,O,O,O,O,O,O
allengs,O,O,O,O,O,O
enger,O,O,O,O,O,O
word,O,O,O,O,O,O
.,O,O,O,O,O,O
Niet,O,O,O,O,O,O
min,O,O,O,O,O,O
is,O,O,O,O,O,O
opmerkelyk,O,O,O,O,O,O
",",O,O,O,O,O,O
Die,O,O,O,O,O,O
hier,O,O,O,O,O,O
Hoornen,An,Part,Lit,An,Part,Lit
hebben,O,O,O,O,O,O
.,O,O,O,O,O,O
dat,O,O,O,O,O,O
de,O,O,O,O,O,O
yslandsche,O,O,O,An,Org,Lit
Schapen,An,Org,Lit,An,Org,Lit
in,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
algemeen,O,O,O,O,O,O
",",O,O,O,O,O,O
zowel,O,O,O,O,O,O
de,O,O,O,O,O,O
Oyen,An,Org,Lit,An,Org,Lit
t,O,O,O,O,O,O
als,O,O,O,O,O,O
de,O,O,O,O,O,O
Rammen,An,Org,Lit,An,Org,Lit
",",O,O,O,O,O,O
niet,O,O,O,O,O,O
alleen,O,O,O,O,O,O
grote,O,O,O,O,O,O
en,O,O,O,O,O,O
gekliefde,O,O,O,O,O,O
Hoornen,An,Part,Lit,An,Part,Lit
",",O,O,O,O,O,O
maar,O,O,O,O,O,O
ook,O,O,O,O,O,O
gemeenlyk,O,O,O,O,O,O
meer,O,O,O,O,O,O
als,O,O,O,O,O,O
4,O,O,O,O,O,O
",",O,O,O,O,O,O
ja,O,O,O,O,O,O
zelfs,O,O,O,O,O,O
tot,O,O,O,O,O,O
8,O,O,O,O,O,O
u,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
onder,O,O,O,O,O,O
dezelve,O,O,O,O,O,O
menigmaal,O,O,O,O,O,O
enen,O,O,O,O,O,O
recht,O,O,O,O,O,O
voor,O,O,O,O,O,O
den,O,O,O,O,O,O
kop,An,Part,Lit,An,Part,Lit
uitstekenden,O,O,O,O,O,O
Hoorn,An,Part,Lit,An,Part,Lit
hebben,O,O,O,O,O,O
;,O,O,O,O,O,O
waar,O,O,O,O,O,O
tegen,O,O,O,O,O,O
het,O,O,O,O,O,O
",",O,O,O,O,O,O
door,O,O,O,O,O,O
zyne,O,O,O,O,O,O
hoornen,An,Part,Lit,An,Part,Lit
anderzints,O,O,O,O,O,O
in,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
algemeen,O,O,O,O,O,O
zogenaamd,O,O,O,O,O,O
hoornvee,An,Coll,Lit,An,Org,Lit
",",O,O,O,O,O,O
dezelve,O,O,O,O,O,O
aldaar,O,O,O,O,O,O
geheel,O,O,O,O,O,O
ontbreekt,O,O,O,O,O,O
",",O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
geen,O,O,O,O,O,O
gelegenheid,O,O,O,O,O,O
geeft,O,O,O,O,O,O
te,O,O,O,O,O,O
gissen,O,O,O,O,O,O
",",O,O,O,O,O,O
dat,O,O,O,O,O,O
alle,O,O,O,O,O,O
de,O,O,O,O,O,O
Schapen,An,Org,Lit,An,Org,Lit
zonder,O,O,O,O,O,O
onderscheid,O,O,O,O,O,O
met,O,O,O,O,O,O
Hoornen,An,Part,Lit,An,Part,Lit
gewapent,O,O,O,O,O,O
zyn,O,O,O,O,O,O
",",O,O,O,O,O,O
om,O,O,O,O,O,O
dat,O,O,O,O,O,O
zy,O,O,O,O,O,O
",",O,O,O,O,O,O
als,O,O,O,O,O,O
gaande,O,O,O,O,O,O
dolen,O,O,O,O,O,O
",",O,O,O,O,O,O
dezelve,O,O,O,O,O,O
tegen,O,O,O,O,O,O
de,O,O,O,O,O,O
vele,O,O,O,O,O,O
en,O,O,O,O,O,O
grote,O,O,O,O,O,O
roofvogels,An,Org,Lit,An,Org,Lit
niet,O,O,O,O,O,O
ontberen,O,O,O,O,O,O
konnen,O,O,O,O,O,O
",",O,O,O,O,O,O
waar,O,O,O,O,O,O
tegen,O,O,O,O,O,O
het,O,O,O,O,O,O
rundvee,An,Coll,Lit,An,Org,Lit
",",O,O,O,O,O,O
nadien,O,O,O,O,O,O
het,O,O,O,O,O,O
van,O,O,O,O,O,O
alzulke,O,O,O,O,O,O
roofvogels,An,Org,Lit,An,Org,Lit
niets,O,O,O,O,O,O
te,O,O,O,O,O,O
vrezen,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
van,O,O,O,O,O,O
wilde,O,O,O,O,O,O
verscheurende,O,O,O,O,O,O
dieren,An,Coll,Lit,O,O,O
geen,O,O,O,O,O,O
gevaar,O,O,O,O,O,O
heeft,O,O,O,O,O,O
",",O,O,O,O,O,O
gevolgelyk,O,O,O,O,O,O
gene,O,O,O,O,O,O
Hoornen,An,Part,Lit,An,Part,Lit
ter,O,O,O,O,O,O
verwering,O,O,O,O,O,O
gebruikt,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
daar,O,O,O,O,O,O
mede,O,O,O,O,O,O
",",O,O,O,O,O,O
als,O,O,O,O,O,O
onnodig,O,O,O,O,O,O
",",O,O,O,O,O,O
niet,O,O,O,O,O,O
belast,O,O,O,O,O,O
is,O,O,O,O,O,O
.,O,O,O,O,O,O
Doch,O,O,O,O,O,O
wat,O,O,O,O,O,O
de,O,O,O,O,O,O
eigentlyke,O,O,O,O,O,O
en,O,O,O,O,O,O
natuurlyke,O,O,O,O,O,O
oorzaak,O,O,O,O,O,O
dezer,O,O,O,O,O,O
zeldzaamheid,O,O,O,O,O,O
zyn,O,O,O,O,O,O
mag,O,O,O,O,O,O
",",O,O,O,O,O,O
is,O,O,O,O,O,O
niet,O,O,O,O,O,O
zeer,O,O,O,O,O,O
ligt,O,O,O,O,O,O
te,O,O,O,O,O,O
beseffen,O,O,O,O,O,O
w,O,O,O,O,O,O
.,O,O,O,O,O,O
Op,O,O,O,O,O,O
enige,O,O,O,O,O,O
plaatsen,O,O,O,O,O,O
bestaat,O,O,O,O,O,O
alle,O,O,O,O,O,O
have,O,O,O,O,O,O
in,O,O,O,O,O,O
Schapen,An,Org,Lit,An,Org,Lit
",",O,O,O,O,O,O
En,O,O,O,O,O,O
op,O,O,O,O,O,O
enige,O,O,O,O,O,O
plaatsen,O,O,O,O,O,O
beter,O,O,O,O,O,O
gehoed,O,O,O,O,O,O
worden,O,O,O,O,O,O
.,O,O,O,O,O,O
weshalven,O,O,O,O,O,O
de,O,O,O,O,O,O
boeren,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
aldaar,O,O,O,O,O,O
meer,O,O,O,O,O,O
acht,O,O,O,O,O,O
op,O,O,O,O,O,O
geven,O,O,O,O,O,O
.,O,O,O,O,O,O
Dezen,O,O,O,O,O,O
jagen,O,O,O,O,O,O
alleen,O,O,O,O,O,O
de,O,O,O,O,O,O
Hamels,O,O,O,An,Org,Lit
in,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
gebergte,O,O,O,O,O,O
;,O,O,O,O,O,O
doch,O,O,O,O,O,O
houden,O,O,O,O,O,O
de,O,O,O,O,O,O
Oyen,An,Org,Lit,An,Org,Lit
zo,O,O,O,O,O,O
veel,O,O,O,O,O,O
by,O,O,O,O,O,O
huis,O,O,O,O,O,O
",",O,O,O,O,O,O
als,O,O,O,O,O,O
doenlyk,O,O,O,O,O,O
is,O,O,O,O,O,O
.,O,O,O,O,O,O
Om,O,O,O,O,O,O
de,O,O,O,O,O,O
Lammeren,An,Org,Lit,An,Org,Lit
te,O,O,O,O,O,O
beter,O,O,O,O,O,O
te,O,O,O,O,O,O
konnen,O,O,O,O,O,O
hoeden,O,O,O,O,O,O
",",O,O,O,O,O,O
hebben,O,O,O,O,O,O
zy,O,O,O,O,O,O
de,O,O,O,O,O,O
gewoonte,O,O,O,O,O,O
",",O,O,O,O,O,O
de,O,O,O,O,O,O
Rammen,An,Org,Lit,An,Org,Lit
",",O,O,O,O,O,O
die,O,O,O,O,O,O
steeds,O,O,O,O,O,O
met,O,O,O,O,O,O
de,O,O,O,O,O,O
Schapen,An,Org,Lit,An,Org,Lit
herom,O,O,O,O,O,O
lopen,O,O,O,O,O,O
",",O,O,O,O,O,O
door,O,O,O,O,O,O
een,O,O,O,O,O,O
onder,O,O,O,O,O,O
den,O,O,O,O,O,O
buik,An,Part,Lit,An,Part,Lit
gebonden,O,O,O,O,O,O
stuk,O,O,O,O,O,O
linnen,An,Prod,Lit,O,O,O
het,O,O,O,O,O,O
ontydig,O,O,O,O,O,O
bespringen,O,O,O,O,O,O
te,O,O,O,O,O,O
beletten,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dat,O,O,O,O,O,O
linnen,An,Prod,Lit,O,O,O
alleen,O,O,O,O,O,O
tegen,O,O,O,O,O,O
den,O,O,O,O,O,O
tyd,O,O,O,O,O,O
af,O,O,O,O,O,O
te,O,O,O,O,O,O
laten,O,O,O,O,O,O
",",O,O,O,O,O,O
dat,O,O,O,O,O,O
de,O,O,O,O,O,O
te,O,O,O,O,O,O
werpen,O,O,O,O,O,O
Lammeren,An,Org,Lit,An,Org,Lit
gras,Plant,Org,Lit,Plant,Org,Lit
genoeg,O,O,O,O,O,O
in,O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
veld,Plant,Coll,Lit,Plant,Coll,Lit
konnen,O,O,O,O,O,O
vinden,O,O,O,O,O,O
",",O,O,O,O,O,O
',O,O,O,O,O,O
t,O,O,O,O,O,O
geen,O,O,O,O,O,O
eerst,O,O,O,O,O,O
tegen,O,O,O,O,O,O
Pinxter,O,O,O,O,O,O
geschieden,O,O,O,O,O,O
kan,O,O,O,O,O,O
.,O,O,O,O,O,O
De,O,O,O,O,O,O
geworpen,O,O,O,O,O,O
Lammeren,An,Org,Lit,An,Org,Lit
worden,O,O,O,O,O,O
aanstonds,O,O,O,O,O,O
getekent,O,O,O,O,O,O
",",O,O,O,O,O,O
waarom,O,O,O,O,O,O
dan,O,O,O,O,O,O
ook,O,O,O,O,O,O
een,O,O,O,O,O,O
ieder,O,O,O,O,O,O
de,O,O,O,O,O,O
zynen,O,O,O,O,O,O
",",O,O,O,O,O,O
vermits,O,O,O,O,O,O
zy,O,O,O,O,O,O
alle,O,O,O,O,O,O
door,O,O,O,O,O,O
malkander,O,O,O,O,O,O
moeten,O,O,O,O,O,O
lopen,O,O,O,O,O,O
",",O,O,O,O,O,O
met,O,O,O,O,O,O
een,O,O,O,O,O,O
eigen,O,O,O,O,O,O
en,O,O,O,O,O,O
byzonder,O,O,O,O,O,O
teken,O,O,O,O,O,O
merkt,O,O,O,O,O,O
